0.001,100,0.10439167962663132,0.01202818799377763,0.008678100009768137
0.005,100,0.43225726708025014,0.04573319970802046,0.029834113231822484
0.01,100,0.6951206934840981,0.06860855418113965,0.03878003956381401
0.05,100,1.089969183119605,0.11200686865659007,0.017997804355818416
0.1,100,1.0964316878594287,0.124362074349914,0.005657641165431584
0.5,100,1.0964608113924048,0.12861719390874365,0.0014025223111921738
1,100,1.096460811392405,0.1286172323233758,0.001402483896555729
5,100,-1.3226256357068861e+72,-1.8572347806572042e+87,-1.8572347806572042e+87
10,100,-1.0120444639473333e+105,-1.3061206571859417e+120,-1.3061206571859417e+120
0.1,5000,1.0964608113924041,0.1286172323233798,0.001402483896555962
