svm_linear,0.59,0.59
svm_polynomial,0.7033333333333334,0.72
svm_rbf,0.9733333333333334,0.94
logistic,0.5833333333333334,0.59
knn,0.9433333333333334,0.945
decision_tree,0.9566666666666667,0.955
random_forest,0.96,0.92
